               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 143,            0.010033,           0.0050697,          0.00096126,             0.99343,             0.99228,             0.99282,             0.93519,           0.0052894,           0.0027231,          0.00045552,           0.0071884,           0.0071884,           0.0071884
                 144,           0.0096107,           0.0050377,          0.00090912,             0.99346,             0.99294,              0.9928,             0.93512,           0.0052581,           0.0027345,          0.00045436,           0.0071686,           0.0071686,           0.0071686
                 145,           0.0093629,           0.0049577,          0.00060194,             0.99345,             0.99303,             0.99301,             0.93637,           0.0052498,           0.0027461,          0.00044485,           0.0071488,           0.0071488,           0.0071488
                 146,           0.0096926,           0.0050366,           0.0011869,             0.99346,             0.99292,             0.99318,             0.93799,           0.0052451,           0.0027355,          0.00044128,            0.007129,            0.007129,            0.007129
                 147,           0.0098013,           0.0050881,           0.0015724,             0.99334,              0.9923,             0.99334,             0.93704,           0.0052297,           0.0027323,          0.00044374,           0.0071092,           0.0071092,           0.0071092
                 148,           0.0099089,            0.005117,          0.00073683,             0.99307,             0.99396,             0.99332,             0.93653,           0.0052106,           0.0027224,          0.00045556,           0.0070894,           0.0070894,           0.0070894
                 149,           0.0097017,           0.0051283,            0.001133,             0.99346,             0.99298,             0.99334,             0.93809,           0.0051647,           0.0027193,          0.00045756,           0.0070696,           0.0070696,           0.0070696
                 150,           0.0096046,           0.0050769,           0.0015122,             0.99394,             0.99097,             0.99329,             0.93763,           0.0051155,           0.0027264,          0.00047136,           0.0070498,           0.0070498,           0.0070498
                 151,           0.0096731,            0.005078,           0.0010823,             0.99393,             0.99059,             0.99311,             0.93817,           0.0050595,           0.0027315,          0.00046902,             0.00703,             0.00703,             0.00703
                 152,           0.0096694,           0.0049874,          0.00080568,             0.99065,             0.99362,             0.99286,             0.93768,           0.0050418,           0.0027279,          0.00046976,           0.0070102,           0.0070102,           0.0070102
                 153,           0.0093965,           0.0050437,          0.00078959,              0.9907,             0.99368,             0.99292,             0.93794,           0.0050425,           0.0027166,          0.00047163,           0.0069904,           0.0069904,           0.0069904
                 154,           0.0094545,           0.0048591,          0.00058925,             0.99059,             0.99361,             0.99304,             0.93812,           0.0050211,            0.002708,          0.00047479,           0.0069706,           0.0069706,           0.0069706
                 155,           0.0094275,           0.0049795,          0.00095448,             0.99076,             0.99366,             0.99323,             0.93838,            0.005024,           0.0026953,          0.00047571,           0.0069508,           0.0069508,           0.0069508
                 156,           0.0096039,           0.0049231,           0.0009828,             0.99394,             0.99118,             0.99338,             0.93969,           0.0050583,           0.0026998,          0.00048009,            0.006931,            0.006931,            0.006931
                 157,           0.0096941,           0.0049765,          0.00096438,             0.99394,             0.99177,             0.99337,             0.93866,            0.005095,           0.0027143,          0.00048688,           0.0069112,           0.0069112,           0.0069112
                 158,            0.009651,            0.004915,           0.0012097,             0.99078,             0.99396,             0.99325,             0.93941,           0.0051065,           0.0027277,          0.00049275,           0.0068914,           0.0068914,           0.0068914
                 159,           0.0096406,           0.0051031,           0.0012221,             0.99077,             0.99396,             0.99319,             0.94018,           0.0051291,           0.0027334,          0.00049008,           0.0068716,           0.0068716,           0.0068716
                 160,           0.0097787,           0.0049312,           0.0012009,             0.99107,             0.99393,             0.99313,             0.93997,           0.0051507,           0.0027389,          0.00049395,           0.0068518,           0.0068518,           0.0068518
                 161,           0.0095419,           0.0049392,          0.00084111,             0.99091,             0.99396,              0.9931,             0.94082,            0.005193,           0.0027318,          0.00050232,            0.006832,            0.006832,            0.006832
                 162,           0.0092761,           0.0049692,          0.00095236,             0.99127,             0.99123,             0.99322,             0.94024,           0.0051931,           0.0027354,          0.00050496,           0.0068122,           0.0068122,           0.0068122
                 163,           0.0094618,           0.0048893,           0.0009038,             0.99393,             0.99037,             0.99323,             0.94063,           0.0051896,           0.0027324,            0.000499,           0.0067924,           0.0067924,           0.0067924
                 164,           0.0092059,           0.0050358,           0.0011241,             0.99394,             0.99114,             0.99353,             0.94007,           0.0051927,           0.0027376,          0.00049629,           0.0067726,           0.0067726,           0.0067726
                 165,           0.0091162,           0.0049487,           0.0010607,             0.99375,             0.99157,             0.99365,             0.94007,           0.0051841,           0.0027249,          0.00049984,           0.0067528,           0.0067528,           0.0067528
                 166,           0.0094338,           0.0048377,          0.00063805,             0.99374,             0.99068,             0.99368,             0.94019,           0.0051645,           0.0027205,          0.00050086,            0.006733,            0.006733,            0.006733
                 167,           0.0097514,           0.0049422,          0.00098395,             0.99345,              0.9923,             0.99381,              0.9405,            0.005152,           0.0027238,          0.00049372,           0.0067132,           0.0067132,           0.0067132
                 168,           0.0094036,           0.0050165,           0.0011188,             0.99395,              0.9924,             0.99381,             0.94062,           0.0051475,           0.0027209,          0.00049157,           0.0066934,           0.0066934,           0.0066934
                 169,           0.0093545,           0.0048485,          0.00097466,             0.99378,             0.99249,             0.99381,              0.9401,           0.0051552,           0.0027161,          0.00048984,           0.0066736,           0.0066736,           0.0066736
                 170,           0.0094993,           0.0049973,            0.001096,             0.99395,             0.99224,             0.99379,             0.94033,           0.0051578,           0.0027141,          0.00048972,           0.0066538,           0.0066538,           0.0066538
                 171,           0.0094333,           0.0049835,            0.001021,             0.99372,             0.99054,             0.99373,              0.9399,           0.0051577,            0.002711,          0.00048951,            0.006634,            0.006634,            0.006634
                 172,           0.0098145,           0.0048438,          0.00081346,             0.99374,              0.9905,             0.99378,             0.94076,           0.0051567,           0.0027125,          0.00048945,           0.0066142,           0.0066142,           0.0066142
                 173,           0.0097868,           0.0050063,          0.00087381,             0.99378,             0.99055,             0.99382,             0.94004,           0.0051514,           0.0027117,          0.00048268,           0.0065944,           0.0065944,           0.0065944
                 174,           0.0096494,           0.0048917,           0.0012753,              0.9926,              0.9905,             0.99377,             0.93968,           0.0051623,           0.0027133,          0.00048872,           0.0065746,           0.0065746,           0.0065746
                 175,           0.0096665,           0.0051548,           0.0013329,             0.99228,             0.99052,             0.99382,             0.94045,           0.0051435,           0.0027096,          0.00048614,           0.0065548,           0.0065548,           0.0065548
                 176,           0.0098705,           0.0050154,            0.001205,              0.9921,              0.9905,             0.99382,             0.94073,           0.0051318,           0.0027095,          0.00048504,            0.006535,            0.006535,            0.006535
                 177,           0.0093243,           0.0049924,           0.0011759,             0.99222,             0.99046,             0.99384,             0.94145,           0.0051284,           0.0027058,          0.00048942,           0.0065152,           0.0065152,           0.0065152
                 178,           0.0095368,           0.0049872,          0.00083793,             0.99218,              0.9903,             0.99381,             0.94187,           0.0051494,           0.0027031,          0.00049225,           0.0064954,           0.0064954,           0.0064954
                 179,           0.0095301,           0.0048186,           0.0007787,             0.99131,             0.99132,             0.99379,             0.94113,           0.0051639,           0.0027064,           0.0004897,           0.0064756,           0.0064756,           0.0064756
                 180,            0.009683,           0.0048889,          0.00081486,             0.99144,             0.99127,             0.99371,             0.93998,            0.005167,           0.0027071,          0.00049006,           0.0064558,           0.0064558,           0.0064558
                 181,           0.0093688,           0.0048139,          0.00093951,             0.99174,             0.99126,             0.99355,             0.93975,           0.0051629,            0.002707,          0.00049309,            0.006436,            0.006436,            0.006436
                 182,            0.009097,           0.0048041,            0.001047,               0.992,             0.99142,             0.99362,             0.94016,           0.0051781,           0.0027043,          0.00047973,           0.0064162,           0.0064162,           0.0064162
                 183,           0.0088684,           0.0048115,           0.0011729,             0.99214,             0.99146,             0.99366,                0.94,           0.0051684,           0.0027021,          0.00047301,           0.0063964,           0.0063964,           0.0063964
                 184,           0.0093322,           0.0048334,            0.000684,             0.99238,              0.9907,             0.99364,             0.94037,           0.0051633,           0.0027056,          0.00046784,           0.0063766,           0.0063766,           0.0063766
                 185,           0.0090934,           0.0048911,           0.0011828,             0.99231,             0.99093,             0.99362,             0.93965,           0.0051545,           0.0027036,          0.00046825,           0.0063568,           0.0063568,           0.0063568
                 186,           0.0091841,           0.0048119,          0.00067939,             0.99226,             0.99093,             0.99371,             0.93989,            0.005145,           0.0026966,          0.00046733,            0.006337,            0.006337,            0.006337
                 187,           0.0088318,           0.0047512,           0.0005544,             0.99224,             0.99093,              0.9937,             0.93913,            0.005124,           0.0026982,          0.00046724,           0.0063172,           0.0063172,           0.0063172
                 188,           0.0090625,           0.0048053,          0.00070167,             0.99219,             0.99093,             0.99372,             0.93961,           0.0051111,           0.0026973,          0.00046578,           0.0062974,           0.0062974,           0.0062974
                 189,           0.0090359,           0.0046793,           0.0011698,             0.99217,             0.99093,             0.99362,             0.94026,           0.0051145,           0.0026958,          0.00046374,           0.0062776,           0.0062776,           0.0062776
                 190,           0.0089608,           0.0047264,          0.00096108,             0.99216,             0.99093,             0.99359,             0.94057,           0.0051153,           0.0026964,          0.00046272,           0.0062578,           0.0062578,           0.0062578
                 191,           0.0090503,           0.0048479,           0.0014369,             0.99394,             0.99075,             0.99353,             0.94052,           0.0051153,           0.0026975,          0.00046285,            0.006238,            0.006238,            0.006238
                 192,           0.0091701,           0.0048196,          0.00079533,             0.99374,             0.99069,             0.99343,             0.94046,           0.0051167,            0.002703,          0.00046434,           0.0062182,           0.0062182,           0.0062182
                 193,           0.0088999,           0.0048717,          0.00077722,             0.99374,             0.99068,             0.99333,             0.94062,           0.0051277,           0.0027054,           0.0004672,           0.0061984,           0.0061984,           0.0061984
                 194,           0.0087812,           0.0046973,          0.00090585,             0.99374,             0.99062,             0.99322,             0.93885,           0.0051322,           0.0027087,          0.00046925,           0.0061786,           0.0061786,           0.0061786
                 195,            0.009079,           0.0048422,          0.00079223,             0.99374,             0.99062,              0.9932,             0.93961,           0.0051311,           0.0027114,          0.00047184,           0.0061588,           0.0061588,           0.0061588
                 196,           0.0090151,           0.0048282,          0.00049244,             0.99373,             0.99061,             0.99314,             0.93967,           0.0051251,           0.0027114,          0.00047529,            0.006139,            0.006139,            0.006139
                 197,            0.008808,           0.0047401,          0.00066853,             0.99372,             0.99059,             0.99301,             0.93999,           0.0051245,           0.0027104,          0.00047637,           0.0061192,           0.0061192,           0.0061192
                 198,           0.0093287,           0.0049637,          0.00088225,             0.99372,             0.99059,             0.99291,             0.94023,           0.0051223,           0.0027072,          0.00047667,           0.0060994,           0.0060994,           0.0060994
                 199,             0.00909,           0.0047685,           0.0007499,             0.99372,             0.99061,             0.99281,             0.94023,           0.0051271,           0.0027087,          0.00047788,           0.0060796,           0.0060796,           0.0060796
                 200,           0.0091637,           0.0049132,           0.0010391,             0.99373,             0.99057,             0.99275,             0.94008,           0.0051236,           0.0027085,          0.00047834,           0.0060598,           0.0060598,           0.0060598
                 201,            0.008897,           0.0048215,          0.00066175,             0.99373,             0.99052,             0.99284,             0.94032,           0.0051228,           0.0027107,            0.000479,             0.00604,             0.00604,             0.00604
                 202,           0.0089015,           0.0047381,          0.00068436,             0.99373,             0.99053,             0.99282,             0.94066,           0.0051317,           0.0027129,           0.0004796,           0.0060202,           0.0060202,           0.0060202
                 203,           0.0089252,           0.0047281,          0.00086354,             0.99374,             0.99049,             0.99279,             0.94113,           0.0051342,           0.0027139,          0.00047784,           0.0060004,           0.0060004,           0.0060004
                 204,            0.008928,           0.0048353,           0.0010423,             0.99374,             0.99051,              0.9928,             0.94132,           0.0051304,           0.0027128,          0.00047705,           0.0059806,           0.0059806,           0.0059806
                 205,            0.008913,            0.004841,          0.00077756,             0.99374,             0.99051,             0.99287,             0.94195,           0.0051303,           0.0027166,          0.00047809,           0.0059608,           0.0059608,           0.0059608
                 206,           0.0086548,           0.0048057,          0.00091965,             0.99374,             0.99058,             0.99279,             0.94204,           0.0051296,           0.0027162,          0.00047743,            0.005941,            0.005941,            0.005941
                 207,            0.009025,           0.0046324,          0.00095261,             0.99374,             0.99062,             0.99299,             0.94219,           0.0051297,           0.0027172,          0.00047864,           0.0059212,           0.0059212,           0.0059212
                 208,           0.0090104,           0.0047201,          0.00080402,             0.99374,             0.99063,             0.99304,             0.94218,           0.0051353,           0.0027165,          0.00047816,           0.0059014,           0.0059014,           0.0059014
                 209,           0.0090866,           0.0048271,            0.000904,             0.99374,             0.99062,             0.99296,             0.94241,           0.0051377,           0.0027167,          0.00047771,           0.0058816,           0.0058816,           0.0058816
                 210,           0.0086289,           0.0046611,          0.00082358,             0.99374,             0.99061,              0.9929,             0.94273,           0.0051327,           0.0027162,          0.00047816,           0.0058618,           0.0058618,           0.0058618
                 211,           0.0090104,           0.0048004,          0.00095145,             0.99375,             0.99067,              0.9929,             0.94222,           0.0051363,           0.0027163,          0.00047758,            0.005842,            0.005842,            0.005842
                 212,           0.0087896,           0.0046921,            0.001093,             0.99376,             0.99076,             0.99277,             0.94178,           0.0051342,           0.0027175,          0.00047711,           0.0058222,           0.0058222,           0.0058222
                 213,           0.0088224,            0.004805,           0.0010075,             0.99381,             0.99077,             0.99279,             0.94138,            0.005136,           0.0027157,          0.00047678,           0.0058024,           0.0058024,           0.0058024
                 214,           0.0091259,           0.0047656,          0.00081232,              0.9938,             0.99077,             0.99276,             0.94166,           0.0051368,           0.0027141,          0.00047581,           0.0057826,           0.0057826,           0.0057826
                 215,           0.0087549,           0.0047185,          0.00070965,             0.99385,             0.99079,             0.99273,             0.94162,           0.0051396,           0.0027123,          0.00047348,           0.0057628,           0.0057628,           0.0057628
                 216,           0.0087419,           0.0047716,           0.0010772,             0.99387,              0.9908,             0.99276,             0.94124,           0.0051405,             0.00271,           0.0004713,            0.005743,            0.005743,            0.005743
                 217,            0.008684,           0.0047317,           0.0012372,             0.99388,              0.9908,             0.99282,             0.94127,           0.0051391,           0.0027077,          0.00047119,           0.0057232,           0.0057232,           0.0057232
                 218,           0.0085047,           0.0046429,          0.00090002,             0.99387,             0.99079,             0.99296,             0.94155,           0.0051328,           0.0027061,           0.0004682,           0.0057034,           0.0057034,           0.0057034
                 219,           0.0090963,           0.0048487,          0.00088738,             0.99392,              0.9908,             0.99288,             0.94148,           0.0051358,           0.0027085,          0.00046714,           0.0056836,           0.0056836,           0.0056836
                 220,           0.0087193,           0.0047457,           0.0009685,             0.99394,             0.99079,             0.99292,             0.94107,           0.0051359,           0.0027079,          0.00046627,           0.0056638,           0.0056638,           0.0056638
                 221,           0.0087284,           0.0047019,          0.00058729,             0.99394,             0.99079,             0.99297,             0.94049,           0.0051357,            0.002706,          0.00046639,            0.005644,            0.005644,            0.005644
                 222,           0.0087445,           0.0045909,          0.00075307,             0.99394,             0.99077,             0.99307,             0.94101,           0.0051332,            0.002704,          0.00046639,           0.0056242,           0.0056242,           0.0056242
                 223,           0.0091771,           0.0046371,          0.00089569,             0.99392,             0.99079,             0.99303,              0.9411,           0.0051373,           0.0027037,          0.00046501,           0.0056044,           0.0056044,           0.0056044
                 224,           0.0087925,           0.0047057,          0.00068454,             0.99391,             0.99078,             0.99302,             0.94098,           0.0051374,           0.0027044,          0.00046485,           0.0055846,           0.0055846,           0.0055846
                 225,           0.0089663,           0.0047148,           0.0011408,             0.99394,             0.99076,             0.99298,              0.9415,           0.0051388,           0.0027054,          0.00046432,           0.0055648,           0.0055648,           0.0055648
                 226,           0.0089982,           0.0048997,            0.001081,             0.99394,             0.99077,             0.99305,             0.94131,           0.0051373,           0.0027059,          0.00046381,            0.005545,            0.005545,            0.005545
                 227,           0.0082792,           0.0047679,          0.00070743,             0.99394,             0.99076,             0.99307,             0.94168,           0.0051389,           0.0027067,          0.00046389,           0.0055252,           0.0055252,           0.0055252
                 228,           0.0085125,           0.0046375,          0.00079006,             0.99394,             0.99075,             0.99307,             0.94085,           0.0051388,           0.0027061,          0.00046376,           0.0055054,           0.0055054,           0.0055054
                 229,           0.0086447,           0.0047134,          0.00085085,             0.99394,             0.99073,             0.99306,             0.94122,           0.0051415,           0.0027063,          0.00046373,           0.0054856,           0.0054856,           0.0054856
                 230,           0.0085832,           0.0046155,            0.001012,             0.99394,              0.9907,             0.99303,              0.9402,           0.0051428,           0.0027071,          0.00046343,           0.0054658,           0.0054658,           0.0054658
                 231,           0.0088161,           0.0046038,          0.00071016,             0.99394,             0.99067,             0.99286,             0.94059,           0.0051473,           0.0027082,          0.00046383,            0.005446,            0.005446,            0.005446
                 232,           0.0091369,           0.0046896,          0.00076098,             0.99394,             0.99066,             0.99286,             0.94012,           0.0051458,             0.00271,          0.00046425,           0.0054262,           0.0054262,           0.0054262
                 233,           0.0085508,           0.0047314,          0.00075818,             0.99394,             0.99066,             0.99283,             0.94089,           0.0051448,           0.0027112,           0.0004639,           0.0054064,           0.0054064,           0.0054064
                 234,           0.0086948,           0.0046846,          0.00083255,             0.99394,             0.99062,             0.99288,             0.94089,           0.0051466,           0.0027122,          0.00046381,           0.0053866,           0.0053866,           0.0053866
                 235,            0.008977,           0.0046477,          0.00098913,             0.99394,              0.9906,             0.99291,             0.94148,           0.0051493,            0.002713,          0.00046426,           0.0053668,           0.0053668,           0.0053668
                 236,           0.0084849,           0.0047463,          0.00058389,             0.99394,             0.99057,             0.99288,              0.9416,           0.0051539,           0.0027133,           0.0004632,            0.005347,            0.005347,            0.005347
                 237,           0.0085211,           0.0044844,          0.00052374,             0.99267,             0.98947,             0.99293,             0.94098,           0.0051596,            0.002714,          0.00046392,           0.0053272,           0.0053272,           0.0053272
                 238,           0.0086559,           0.0045808,          0.00083956,             0.99263,             0.98948,             0.99291,             0.94091,           0.0051673,           0.0027151,          0.00046472,           0.0053074,           0.0053074,           0.0053074
                 239,           0.0081935,            0.004601,          0.00074168,             0.99263,              0.9895,             0.99301,             0.94031,           0.0051701,           0.0027166,          0.00046506,           0.0052876,           0.0052876,           0.0052876
                 240,           0.0084854,           0.0046067,          0.00094785,             0.99262,             0.98954,             0.99309,             0.94089,           0.0051745,           0.0027163,          0.00046584,           0.0052678,           0.0052678,           0.0052678
                 241,           0.0086653,           0.0046562,          0.00095782,             0.99264,             0.98957,             0.99313,             0.94085,           0.0051797,           0.0027172,          0.00046647,            0.005248,            0.005248,            0.005248
                 242,           0.0088423,           0.0047335,          0.00095614,             0.99255,             0.98959,             0.99321,             0.94132,           0.0051846,           0.0027193,          0.00046626,           0.0052282,           0.0052282,           0.0052282
                 243,           0.0086668,           0.0047458,          0.00064212,             0.99246,             0.98959,             0.99317,             0.94063,           0.0051887,           0.0027212,           0.0004666,           0.0052084,           0.0052084,           0.0052084
                 244,           0.0084259,           0.0047907,           0.0012133,             0.99296,             0.98938,             0.99322,             0.94078,           0.0051951,           0.0027222,          0.00046696,           0.0051886,           0.0051886,           0.0051886
                 245,           0.0086878,              0.0046,          0.00076493,             0.99384,              0.9907,             0.99322,             0.94056,           0.0051977,           0.0027228,          0.00046648,           0.0051688,           0.0051688,           0.0051688
                 246,           0.0083669,           0.0046048,           0.0010055,             0.99382,             0.99065,             0.99327,             0.94038,           0.0052006,           0.0027223,           0.0004664,            0.005149,            0.005149,            0.005149
                 247,           0.0085554,           0.0046868,            0.001061,             0.99382,             0.99062,             0.99326,             0.94029,           0.0052058,           0.0027236,          0.00046571,           0.0051292,           0.0051292,           0.0051292
                 248,           0.0085284,           0.0045552,           0.0011548,             0.99379,             0.99057,             0.99326,             0.94038,           0.0052063,           0.0027244,          0.00046501,           0.0051094,           0.0051094,           0.0051094
                 249,           0.0084837,           0.0047263,          0.00057807,             0.99378,             0.99052,             0.99323,             0.94024,            0.005212,           0.0027246,          0.00046458,           0.0050896,           0.0050896,           0.0050896
                 250,           0.0082749,           0.0046631,          0.00085915,             0.99377,             0.99049,             0.99321,             0.94014,           0.0052128,           0.0027243,          0.00046333,           0.0050698,           0.0050698,           0.0050698
                 251,           0.0082949,            0.004555,          0.00086905,             0.99376,             0.99046,             0.99321,             0.94108,            0.005213,           0.0027239,           0.0004631,             0.00505,             0.00505,             0.00505
                 252,           0.0085141,           0.0046031,          0.00089139,             0.99376,             0.99044,             0.99321,             0.94142,           0.0052124,           0.0027234,          0.00046281,           0.0050302,           0.0050302,           0.0050302
                 253,           0.0085415,           0.0045631,          0.00088578,             0.99375,             0.99043,             0.99321,             0.94099,           0.0052135,           0.0027235,          0.00046235,           0.0050104,           0.0050104,           0.0050104
                 254,            0.008476,            0.004493,          0.00067142,             0.99375,             0.99045,             0.99319,             0.94144,           0.0052164,           0.0027234,          0.00046214,           0.0049906,           0.0049906,           0.0049906
                 255,           0.0083313,           0.0045919,           0.0004488,             0.99375,             0.99045,             0.99314,             0.94131,           0.0052184,           0.0027238,          0.00046166,           0.0049708,           0.0049708,           0.0049708
                 256,           0.0081477,           0.0045058,           0.0010859,             0.99375,             0.99044,              0.9931,             0.94123,           0.0052177,           0.0027236,          0.00046069,            0.004951,            0.004951,            0.004951
                 257,           0.0085228,           0.0046337,            0.001126,             0.99374,             0.99045,              0.9931,             0.94101,           0.0052198,           0.0027224,          0.00046055,           0.0049312,           0.0049312,           0.0049312
                 258,           0.0086961,           0.0045381,            0.000639,             0.99374,             0.99042,             0.99307,             0.94018,            0.005222,           0.0027218,          0.00046058,           0.0049114,           0.0049114,           0.0049114
                 259,           0.0084865,           0.0046567,          0.00066081,             0.99374,              0.9904,             0.99307,              0.9406,           0.0052248,           0.0027217,          0.00046042,           0.0048916,           0.0048916,           0.0048916
                 260,           0.0080983,           0.0043469,          0.00090702,             0.99374,             0.99039,             0.99309,             0.94053,           0.0052288,            0.002722,          0.00046019,           0.0048718,           0.0048718,           0.0048718
                 261,           0.0083657,            0.004651,          0.00085879,             0.99373,             0.99039,             0.99309,             0.94032,           0.0052297,           0.0027217,          0.00046017,            0.004852,            0.004852,            0.004852
                 262,           0.0084926,           0.0046264,          0.00050499,             0.99374,              0.9904,             0.99304,             0.94093,           0.0052327,           0.0027214,           0.0004599,           0.0048322,           0.0048322,           0.0048322
                 263,           0.0081266,           0.0044667,          0.00069686,             0.99374,             0.99042,             0.99308,             0.94098,           0.0052356,            0.002721,           0.0004595,           0.0048124,           0.0048124,           0.0048124
                 264,           0.0081719,           0.0044279,          0.00059639,             0.99374,             0.99042,             0.99303,             0.94015,           0.0052363,           0.0027215,          0.00045895,           0.0047926,           0.0047926,           0.0047926
                 265,           0.0085538,           0.0043892,          0.00062849,             0.99374,             0.99041,             0.99303,             0.94085,           0.0052365,           0.0027208,          0.00045878,           0.0047728,           0.0047728,           0.0047728
                 266,           0.0081882,           0.0044008,          0.00054007,             0.99375,             0.99041,             0.99299,              0.9408,           0.0052373,           0.0027214,          0.00045848,            0.004753,            0.004753,            0.004753
                 267,           0.0086741,           0.0044809,          0.00060896,             0.99375,             0.99041,             0.99304,             0.94084,           0.0052385,           0.0027219,          0.00045827,           0.0047332,           0.0047332,           0.0047332
                 268,           0.0080753,           0.0044259,          0.00056125,             0.99374,              0.9904,             0.99298,             0.94063,           0.0052408,           0.0027229,          0.00045778,           0.0047134,           0.0047134,           0.0047134
                 269,            0.008495,           0.0045543,           0.0008222,             0.99375,             0.99039,             0.99303,             0.94058,           0.0052426,           0.0027234,          0.00045764,           0.0046936,           0.0046936,           0.0046936
                 270,           0.0080819,           0.0044643,          0.00082828,             0.99374,             0.99039,             0.99303,             0.94047,           0.0052457,           0.0027231,           0.0004575,           0.0046738,           0.0046738,           0.0046738
                 271,           0.0081371,           0.0043997,          0.00050412,             0.99374,             0.99039,             0.99303,             0.94027,           0.0052439,           0.0027238,          0.00045705,            0.004654,            0.004654,            0.004654
                 272,           0.0078071,           0.0042808,          0.00050475,             0.99374,             0.99039,             0.99301,             0.94032,           0.0052415,           0.0027236,          0.00045612,           0.0046342,           0.0046342,           0.0046342
                 273,           0.0082722,           0.0044355,          0.00071506,             0.99374,             0.99038,             0.99296,             0.94008,           0.0052446,            0.002724,          0.00045543,           0.0046144,           0.0046144,           0.0046144
                 274,           0.0084111,            0.004308,          0.00056638,             0.99373,             0.99039,             0.99297,             0.93973,           0.0052481,           0.0027245,          0.00045534,           0.0045946,           0.0045946,           0.0045946
                 275,           0.0076588,           0.0043166,          0.00063216,             0.99374,             0.99038,             0.99297,             0.93972,           0.0052505,           0.0027252,          0.00045512,           0.0045748,           0.0045748,           0.0045748
                 276,           0.0083357,            0.004331,          0.00073737,             0.99374,             0.99039,             0.99291,             0.93932,           0.0052513,           0.0027257,          0.00045487,            0.004555,            0.004555,            0.004555
                 277,           0.0082731,           0.0043437,          0.00049656,             0.99374,             0.99039,             0.99291,             0.93933,           0.0052536,           0.0027262,          0.00045501,           0.0045352,           0.0045352,           0.0045352
                 278,           0.0082602,           0.0044132,          0.00052357,             0.99374,              0.9904,             0.99291,             0.93968,           0.0052562,           0.0027258,          0.00045449,           0.0045154,           0.0045154,           0.0045154
                 279,           0.0080352,           0.0043894,          0.00090358,             0.99374,             0.99041,             0.99296,             0.94004,           0.0052538,           0.0027256,          0.00045395,           0.0044956,           0.0044956,           0.0044956
                 280,           0.0079339,           0.0044606,          0.00069562,             0.99374,             0.99043,             0.99296,             0.94009,           0.0052511,           0.0027262,          0.00045311,           0.0044758,           0.0044758,           0.0044758
                 281,           0.0083069,           0.0044387,          0.00063412,             0.99374,             0.99044,             0.99293,             0.93995,           0.0052523,           0.0027266,          0.00045294,            0.004456,            0.004456,            0.004456
                 282,           0.0082843,           0.0044421,          0.00069473,             0.99374,             0.99045,             0.99293,             0.93971,             0.00525,           0.0027267,          0.00045279,           0.0044362,           0.0044362,           0.0044362
                 283,            0.008244,           0.0044505,          0.00076942,             0.99375,             0.99045,             0.99298,             0.93977,           0.0052503,           0.0027267,          0.00045277,           0.0044164,           0.0044164,           0.0044164
                 284,           0.0079575,           0.0044285,          0.00066713,             0.99374,             0.99045,             0.99298,             0.94014,           0.0052509,           0.0027273,          0.00045201,           0.0043966,           0.0043966,           0.0043966
                 285,           0.0079298,           0.0044765,          0.00071709,             0.99375,             0.99047,             0.99297,             0.93968,           0.0052531,           0.0027272,          0.00045165,           0.0043768,           0.0043768,           0.0043768
                 286,           0.0078778,           0.0044913,           0.0010167,             0.99374,             0.99047,             0.99299,             0.94022,           0.0052572,           0.0027277,          0.00045079,            0.004357,            0.004357,            0.004357
                 287,           0.0084249,           0.0043269,          0.00081468,             0.99374,             0.99047,             0.99297,             0.93976,           0.0052593,           0.0027285,             0.00045,           0.0043372,           0.0043372,           0.0043372
                 288,           0.0083031,           0.0044838,          0.00094722,             0.99374,             0.99047,             0.99291,             0.93927,            0.005262,           0.0027287,          0.00044945,           0.0043174,           0.0043174,           0.0043174
                 289,           0.0081269,            0.004524,          0.00069465,             0.99375,             0.99046,             0.99289,             0.93944,           0.0052646,           0.0027289,          0.00044904,           0.0042976,           0.0042976,           0.0042976
                 290,           0.0081886,           0.0043959,          0.00073843,             0.99375,             0.99046,             0.99288,             0.93911,            0.005266,           0.0027291,          0.00044842,           0.0042778,           0.0042778,           0.0042778
                 291,           0.0084208,           0.0044666,           0.0009582,             0.99374,             0.99046,             0.99287,             0.93898,           0.0052653,            0.002729,           0.0004478,            0.004258,            0.004258,            0.004258
                 292,           0.0079868,           0.0044329,           0.0010958,             0.99375,             0.99046,             0.99284,             0.93893,           0.0052689,           0.0027295,          0.00044765,           0.0042382,           0.0042382,           0.0042382
                 293,           0.0080211,           0.0044146,          0.00075691,             0.99375,             0.99045,             0.99282,             0.93884,           0.0052692,           0.0027299,          0.00044757,           0.0042184,           0.0042184,           0.0042184
                 294,           0.0081475,           0.0044727,          0.00092644,             0.99374,             0.99045,             0.99272,             0.93892,           0.0052713,           0.0027308,          0.00044734,           0.0041986,           0.0041986,           0.0041986
                 295,           0.0079049,           0.0043729,          0.00069137,             0.99375,             0.99045,             0.99283,             0.93924,           0.0052724,           0.0027316,          0.00044702,           0.0041788,           0.0041788,           0.0041788
                 296,           0.0081155,           0.0043619,          0.00079631,             0.99375,             0.99046,             0.99274,             0.93926,           0.0052712,           0.0027306,          0.00044697,            0.004159,            0.004159,            0.004159
