               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 297,           0.0078954,           0.0043958,          0.00073181,             0.99375,             0.99045,             0.99279,             0.93925,           0.0052724,           0.0027304,          0.00044699,           0.0041392,           0.0041392,           0.0041392
                 298,           0.0077856,           0.0043825,          0.00098038,             0.99376,             0.99046,             0.99276,             0.93939,           0.0052728,           0.0027301,          0.00044708,           0.0041194,           0.0041194,           0.0041194
                 299,           0.0081785,           0.0044889,          0.00062803,             0.99376,             0.99046,             0.99277,             0.93947,            0.005273,           0.0027295,          0.00044662,           0.0040996,           0.0040996,           0.0040996
                 300,           0.0079169,             0.00443,          0.00068843,             0.99375,             0.99046,             0.99268,             0.93926,           0.0052762,           0.0027296,          0.00044658,           0.0040798,           0.0040798,           0.0040798
                 301,           0.0078526,           0.0043238,          0.00048447,             0.99376,             0.99046,             0.99269,             0.93916,           0.0052795,           0.0027296,          0.00044667,             0.00406,             0.00406,             0.00406
                 302,           0.0078976,           0.0043478,          0.00067611,             0.99376,             0.99046,             0.99275,             0.93931,           0.0052811,            0.002729,          0.00044675,           0.0040402,           0.0040402,           0.0040402
                 303,           0.0076124,           0.0043696,          0.00052225,             0.99376,             0.99047,             0.99274,             0.93918,           0.0052826,           0.0027289,          0.00044679,           0.0040204,           0.0040204,           0.0040204
                 304,           0.0076215,           0.0041515,          0.00064418,             0.99377,             0.99048,             0.99277,             0.93954,           0.0052857,           0.0027288,          0.00044669,           0.0040006,           0.0040006,           0.0040006
                 305,           0.0076958,           0.0043465,          0.00045112,             0.99377,             0.99049,              0.9928,             0.93948,           0.0052882,           0.0027288,          0.00044602,           0.0039808,           0.0039808,           0.0039808
                 306,           0.0078409,            0.004342,          0.00076807,             0.99378,              0.9905,             0.99283,             0.93953,           0.0052888,           0.0027285,          0.00044605,            0.003961,            0.003961,            0.003961
                 307,            0.007922,           0.0042248,          0.00081339,             0.99379,             0.99052,             0.99284,             0.93947,           0.0052925,           0.0027284,          0.00044598,           0.0039412,           0.0039412,           0.0039412
                 308,           0.0077634,           0.0042748,          0.00076889,              0.9938,             0.99051,             0.99281,             0.93942,           0.0052925,           0.0027284,          0.00044605,           0.0039214,           0.0039214,           0.0039214
                 309,           0.0077147,           0.0043329,           0.0007503,             0.99381,             0.99053,             0.99279,             0.93938,           0.0052949,           0.0027273,          0.00044621,           0.0039016,           0.0039016,           0.0039016
                 310,           0.0078853,           0.0043242,          0.00078803,             0.99382,             0.99056,             0.99283,             0.93949,           0.0052943,            0.002727,          0.00044619,           0.0038818,           0.0038818,           0.0038818
